"","latitude","longitude","carbon_values","nitrogen_values","ph_values","Landcover","Climate_Re","elevation","prec_mean","temp_mean","clouds_mean","ndvi_mean"
"16328",48.144578313253,-2.01507537688442,507,646,59,"Cropland","Warm Temperate Moist",67,58.3333333333333,15.3916666666667,38.3266666666667,0.6816625
"16329",47.5421686746988,1.24120603015075,495,527,60,"Cropland","Warm Temperate Moist",103,56.4166666666667,16.0583333333335,38.2283333333333,0.670025
"16330",48.2248995983936,-2.01507537688442,517,691,59,"Cropland","Warm Temperate Moist",95,63.8333333333333,15.2166666666667,38.5908333333333,0.624008333333333
"16331",48.2650602409639,-2.01507537688442,484,571,60,"Cropland","Warm Temperate Moist",71,63.5,15.275,38.4991666666667,0.715508333333333
"16332",48.3052208835341,-2.01507537688442,484,605,59,"Cropland","Warm Temperate Moist",50,63.1666666666667,15.3333333333334,38.4141666666667,0.621829166666667
"16333",48.3453815261044,-2.01507537688442,463,580,63,"Cropland","Warm Temperate Moist",21,59.4166666666667,15.475,38.465,0.606804166666667
"16334",48.3855421686747,-2.01507537688442,455,561,62,"Cropland","Warm Temperate Moist",22,60.3333333333333,15.4333333333334,38.455,0.593841666666667
"16335",48.425702811245,-2.01507537688442,500,594,64,"Cropland","Warm Temperate Moist",25,64.4166666666667,15.2583333333334,38.175,0.686495833333333
"16336",48.4658634538153,-2.01507537688442,474,558,62,"Cropland","Warm Temperate Moist",60,65,15.1000000000001,38.0741666666667,0.63565
"16337",48.5060240963855,-2.01507537688442,452,520,61,"Cropland","Warm Temperate Moist",50,66.6666666666667,15.05,37.8958333333333,0.6479375
"16338",44.6506024096386,0.291457286432161,463,480,61,"Cropland","Warm Temperate Moist",98,62.1666666666667,18.0000000000001,36.0433333333333,0.670879166666667
"16339",48.5863453815261,-2.01507537688442,0,0,0,"Cropland","Warm Temperate Moist",31,69.9166666666667,14.6166666666667,37.4583333333333,0.604454166666667
"16340",48.7871485943775,-0.658291457286432,445,544,63,"Cropland","Warm Temperate Moist",163,64.5833333333333,14.1833333333333,40.3308333333333,0.682591666666667
"16341",44.7710843373494,0.291457286432161,443,714,57,"Cropland","Warm Temperate Moist",98,66.0833333333333,17.925,35.91,0.603266666666667
"16342",44.8112449799197,0.291457286432161,429,532,59,"Cropland","Warm Temperate Moist",102,64,17.7666666666667,35.7658333333333,0.652966666666667
"16343",46.4979919678715,0.698492462311558,458,606,60,"Cropland","Warm Temperate Moist",116,55.5833333333333,16.3833333333334,38.0275,0.5028625
"16344",46.5381526104418,0.698492462311558,449,581,58,"Cropland","Warm Temperate Moist",130,55.0833333333333,16.3833333333334,37.9133333333333,0.511520833333333
"16345",46.578313253012,0.698492462311558,434,567,59,"Cropland","Warm Temperate Moist",145,56.6666666666667,16.2833333333334,38.175,0.736820833333333
"16346",46.8192771084337,3.75125628140704,443,574,57,"Cropland","Warm Temperate Moist",209,73.1666666666667,15.675,37.6191666666667,0.721295833333333
"16347",48.0240963855422,1.10552763819095,453,675,58,"Cropland","Warm Temperate Moist",157,57,15.1,38.5666666666667,0.526858333333333
"16348",45.0522088353414,0.291457286432161,459,675,57,"Cropland","Warm Temperate Moist",92,67.5,17.4666666666666,35.4883333333333,0.718633333333333
"16349",46.0963855421687,-0.319095477386934,427,543,58,"Cropland","Warm Temperate Moist",62,59.8333333333333,16.7916666666667,35.225,0.549245833333333
"16350",47.9437751004016,-0.183417085427135,437,560,60,"Cropland","Warm Temperate Moist",67,61,15.5750000000001,37.7816666666667,0.6854875
"16351",49.2289156626506,-0.658291457286432,420,541,59,"Cropland","Warm Temperate Moist",73,63,14.425,39.1525,0.663929166666667
"16352",48.0240963855422,-0.183417085427135,437,473,57,"Cropland","Warm Temperate Moist",99,63.1666666666667,15.35,38.0283333333333,0.70405
"16353",45.2530120481928,0.291457286432161,480,501,60,"Cropland","Warm Temperate Moist",94,69.4166666666667,17.3166666666667,35.5175,0.666983333333333
"16354",43.4457831325301,-1.26884422110553,496,475,59,"Cropland","Warm Temperate Moist",32,108.333333333333,18.1083333333333,42.3691666666667,0.774979166666667
"16355",48.144578313253,-0.183417085427135,512,502,59,"Cropland","Warm Temperate Moist",164,62.1666666666667,14.9083333333334,38.2658333333333,0.5866375
"16356",45.7751004016064,3.34422110552764,465,523,59,"Cropland","Warm Temperate Moist",323,68.6666666666667,15.775,38.8283333333333,0.5434625
"16357",48.2248995983936,-0.183417085427135,444,447,59,"Cropland","Warm Temperate Moist",138,63.25,14.8583333333333,38.9241666666667,0.712995833333333
"16358",48.2650602409639,-0.183417085427135,420,429,59,"Cropland","Warm Temperate Moist",159,60.3333333333333,14.7166666666668,38.5591666666667,0.684125
"16359",48.3052208835341,-0.183417085427135,464,457,60,"Cropland","Warm Temperate Moist",172,59.1666666666667,14.7000000000001,38.5133333333333,0.587316666666667
"16360",45.9357429718875,3.34422110552764,461,446,61,"Cropland","Warm Temperate Moist",310,68.25,15.8500000000001,38.4125,0.522641666666667
"16361",48.3855421686747,-0.183417085427135,470,533,61,"Cropland","Warm Temperate Moist",243,65.75,14.275,40.1183333333333,0.706529166666667
"16362",45.9759036144578,3.34422110552764,488,487,62,"Cropland","Warm Temperate Moist",320,68.6666666666667,15.7583333333334,38.5725,0.475629166666667
"16363",46.0562248995984,3.34422110552764,513,432,61,"Cropland","Warm Temperate Moist",339,71.5,15.6166666666667,40.015,0.4986
"16364",47.7028112449799,-1.94723618090452,500,546,61,"Cropland","Warm Temperate Moist",46,57.9166666666667,15.725,37.2091666666667,0.656941666666667
"16365",45.7349397590361,0.291457286432161,483,551,61,"Cropland","Warm Temperate Moist",125,74.5,16.6416666666667,36.2166666666667,0.603579166666667
"16366",47.7831325301205,-1.94723618090452,550,577,58,"Cropland","Warm Temperate Moist",66,62,15.6083333333334,37.5916666666667,0.7227
"16367",43.5261044176707,-1.06532663316583,478,500,60,"Cropland","Warm Temperate Moist",6,91.0833333333333,18.825,41.3716666666667,0.668316666666667
"16368",47.863453815261,-1.94723618090452,499,450,63,"Cropland","Warm Temperate Moist",39,59,15.6250000000001,37.6425,0.682725
"16369",47.9036144578313,-1.94723618090452,470,473,62,"Cropland","Warm Temperate Moist",36,59.8333333333333,15.5916666666668,37.8166666666667,0.692041666666667
"16370",47.9437751004016,-1.94723618090452,446,593,53,"Cropland","Warm Temperate Moist",78,61.5833333333333,15.3916666666667,37.9575,0.534229166666667
"16371",47.9839357429719,-1.94723618090452,498,589,62,"Cropland","Warm Temperate Moist",100,62.1666666666667,15.1916666666667,38.1933333333333,0.6252625
"16372",48.0240963855422,-1.94723618090452,536,734,57,"Cropland","Warm Temperate Moist",92,60.4166666666667,15.2083333333334,38.1291666666667,0.6615625
"16373",48.0642570281125,-1.94723618090452,523,694,62,"Cropland","Warm Temperate Moist",81,57.3333333333333,15.3166666666667,38.0175,0.704754166666667
"16374",48.9076305220884,-0.183417085427135,549,766,60,"Cropland","Warm Temperate Moist",102,59,14.675,39.7716666666667,0.669225
"16375",48.144578313253,-1.94723618090452,526,733,62,"Cropland","Warm Temperate Moist",37,58.0833333333333,15.4833333333333,38.3291666666667,0.682933333333334
"16376",48.1847389558233,-1.94723618090452,578,702,63,"Cropland","Warm Temperate Moist",68,62.3333333333333,15.325,38.5191666666667,0.625333333333333
"16377",48.144578313253,-1.54020100502513,591,698,62,"Cropland","Warm Temperate Moist",37,61.0833333333333,15.4833333333333,38.2191666666667,0.702158333333333
"16378",48.2650602409639,-1.94723618090452,559,670,64,"Cropland","Warm Temperate Moist",119,69.25,15.0666666666667,39.1225,0.625904166666667
"16379",49.3493975903614,1.10552763819095,534,806,61,"Cropland","Warm Temperate Moist",9,61.75,14.8916666666667,40.5108333333333,0.51605
"16380",48.3453815261044,-1.94723618090452,504,687,63,"Cropland","Warm Temperate Moist",50,61.8333333333333,15.3333333333334,38.2816666666667,0.635416666666667
"16381",48.3855421686747,-1.94723618090452,485,716,67,"Cropland","Warm Temperate Moist",18,63.25,15.4,38.3508333333333,0.648679166666667
"16382",48.425702811245,-1.94723618090452,502,571,66,"Cropland","Warm Temperate Moist",64,69,15.1333333333334,38.5141666666667,0.595779166666667
"16383",48.4658634538153,-1.94723618090452,461,577,66,"Cropland","Warm Temperate Moist",43,67.75,15.1666666666667,38.1283333333333,0.7008375
"16384",48.5060240963855,-1.94723618090452,517,665,65,"Cropland","Warm Temperate Moist",29,66.5833333333333,15.1083333333334,37.9483333333333,0.608258333333333
"16385",48.5461847389558,-1.94723618090452,465,555,68,"Cropland","Warm Temperate Moist",40,67.6666666666667,14.875,37.7808333333333,0.627545833333333
"16386",46.9799196787149,3.34422110552764,493,486,68,"Cropland","Warm Temperate Moist",238,75.3333333333333,15.3916666666667,39.2083333333333,0.679270833333333
"16387",47.0200803212851,3.34422110552764,516,572,67,"Cropland","Warm Temperate Moist",238,75,15.3166666666667,38.9416666666667,0.4389875
"16388",46.4578313253012,2.59798994974874,460,614,68,"Cropland","Warm Temperate Moist",184,63.8333333333333,16.0166666666667,37.9158333333333,0.735816666666667
"16389",48.3453815261044,0.698492462311558,479,598,69,"Cropland","Warm Temperate Moist",159,59,14.7500000000001,38.9891666666667,0.564741666666667
"16390",46.7389558232932,0.291457286432161,482,580,67,"Cropland","Warm Temperate Moist",97,49,16.5000000000001,37.0483333333333,0.508679166666667
"16391",46.7791164658635,0.291457286432161,487,632,67,"Cropland","Warm Temperate Moist",103,50,16.4083333333334,37.1266666666667,0.681283333333333
"16392",48.9879518072289,2.93718592964824,489,623,69,"Cropland","Warm Temperate Moist",61,60.3333333333333,15.1916666666667,40.1908333333333,0.6494625
"16393",46.859437751004,0.291457286432161,497,671,63,"Cropland","Warm Temperate Moist",94,52.25,16.425,37.2475,0.5354375
"16394",46.6987951807229,2.59798994974874,532,624,70,"Cropland","Warm Temperate Moist",206,69.4166666666667,15.875,39.2591666666667,0.6842375
"16395",46.9397590361446,0.291457286432161,523,579,69,"Cropland","Warm Temperate Moist",82,50.4166666666667,16.5166666666667,37.0541666666667,0.4738625
"16396",46.0963855421687,2.25879396984925,529,686,61,"Cropland","Warm Temperate Moist",441,70.5833333333333,14.5666666666667,40.5608333333333,0.7204
"16397",50.1124497991968,1.51256281407035,472,524,69,"Cropland","Warm Temperate Moist",47,81.5,13.8166666666667,40.8825,0.582275
"16398",47.6626506024096,0.42713567839196,506,700,56,"Cropland","Warm Temperate Moist",44,56.75,15.9,37.2283333333333,0.671558333333333
"16399",49.1084337349398,-1.54020100502513,487,504,68,"Cropland","Warm Temperate Moist",36,83,13.6916666666667,37.6758333333333,0.665666666666667
"16400",43.3654618473896,-0.115577889447236,479,556,68,"Cropland","Warm Temperate Moist",272,90.1666666666667,17.6416666666667,44.0091666666667,0.590808333333333
"16401",46.2971887550201,2.25879396984925,453,511,70,"Cropland","Warm Temperate Moist",443,76.5833333333333,14.4083333333334,42.95,0.7267875
"16402",43.4457831325301,-0.115577889447236,522,618,71,"Cropland","Warm Temperate Moist",224,81.1666666666667,17.8666666666667,43.0883333333333,0.6801
"16403",49.2690763052209,-1.54020100502513,477,523,69,"Cropland","Warm Temperate Moist",41,79.5833333333333,13.7083333333334,38.145,0.682429166666667
"16404",43.5261044176707,-0.115577889447236,462,564,71,"Cropland","Warm Temperate Moist",163,77.5,18.4166666666667,42.7425,0.6631625
"16405",43.566265060241,-0.115577889447236,480,576,71,"Cropland","Warm Temperate Moist",192,76.9166666666667,18.1750000000001,42.595,0.671354166666667
"16406",45.0522088353414,0.0201005025125633,476,524,71,"Cropland","Warm Temperate Moist",77,68.1666666666667,17.6666666666667,35.5558333333333,0.7122875
"16407",47.421686746988,-1.87939698492462,511,600,72,"Cropland","Warm Temperate Moist",32,59.75,15.8750000000001,36.51,0.764395833333333
"16408",47.2208835341365,2.59798994974874,453,498,74,"Cropland","Warm Temperate Moist",209,70.5833333333333,15.3083333333333,38.6983333333333,0.516945833333333
"16409",43.7269076305221,-0.115577889447236,439,526,74,"Cropland","Warm Temperate Moist",127,68.5,18.5166666666667,39.74,0.6297125
"16410",43.7670682730924,-0.115577889447236,469,568,74,"Cropland","Warm Temperate Moist",117,64.75,18.6583333333334,39.4316666666667,0.622925
"16411",43.8072289156626,-0.115577889447236,427,508,74,"Cropland","Warm Temperate Moist",119,63.0833333333333,18.6666666666667,39.0566666666667,0.679604166666667
"16412",43.8473895582329,-0.115577889447236,464,631,73,"Cropland","Warm Temperate Moist",117,63.0833333333333,18.7333333333334,39.1475,0.701704166666667
"16413",43.8875502008032,-0.115577889447236,421,460,72,"Cropland","Warm Temperate Moist",134,64,18.6916666666668,39.54,0.590745833333333
"16414",47.7028112449799,-1.87939698492462,448,609,72,"Cropland","Warm Temperate Moist",30,57.75,15.8333333333334,37.205,0.7415875
"16415",43.9678714859438,-0.115577889447236,438,487,72,"Cropland","Warm Temperate Moist",124,61.4166666666667,18.9,39.0416666666667,0.705208333333333
"16416",43.6465863453815,1.17336683417085,434,615,73,"Cropland","Warm Temperate Moist",149,56.5833333333333,18.3833333333334,39.4558333333333,0.557279166666667
"16417",47.8232931726908,-1.87939698492462,414,618,70,"Cropland","Warm Temperate Moist",44,58.25,15.6833333333333,37.5425,0.673008333333333
"16418",47.863453815261,-1.87939698492462,425,593,72,"Cropland","Warm Temperate Moist",40,60.4166666666667,15.65,37.6875,0.621566666666667
"16419",43.7670682730924,1.17336683417085,420,640,74,"Cropland","Warm Temperate Moist",168,53.0833333333333,18.2666666666667,38.1375,0.606658333333333
"16420",47.9437751004016,-1.87939698492462,384,589,74,"Cropland","Warm Temperate Moist",67,61,15.4833333333333,37.93,0.631108333333333
"16421",47.9839357429719,-1.87939698492462,432,670,71,"Cropland","Warm Temperate Moist",74,61.75,15.2833333333334,38.1066666666667,0.6704875
"16422",48.0240963855422,-1.87939698492462,463,691,72,"Cropland","Warm Temperate Moist",71,60.25,15.3583333333333,38.1025,0.738595833333333
"16423",43.9277108433735,1.17336683417085,440,635,70,"Cropland","Warm Temperate Moist",145,52,18.275,37.5391666666667,0.63025
"16424",43.6064257028112,1.58040201005025,462,642,70,"Cropland","Warm Temperate Moist",181,57.8333333333333,18.3333333333333,39.0091666666667,0.532804166666667
"16425",48.144578313253,0.291457286432161,471,659,70,"Cropland","Warm Temperate Moist",77,59.9166666666667,15.4,38.0216666666667,0.605520833333333
"16426",48.1847389558233,-1.87939698492462,510,650,69,"Cropland","Warm Temperate Moist",86,63.0833333333333,15.2833333333334,38.5,0.701670833333333
"16427",48.2248995983936,-1.87939698492462,456,584,70,"Cropland","Warm Temperate Moist",109,66.1666666666667,15.1166666666667,38.5783333333333,0.640654166666667
"16428",48.2650602409639,-1.87939698492462,435,535,70,"Cropland","Warm Temperate Moist",144,68.1666666666667,14.9666666666668,39.1158333333333,0.6211375
"16429",48.3052208835341,-1.87939698492462,0,0,0,"Cropland","Warm Temperate Moist",76,64.8333333333333,15.2250000000001,38.5325,0.5821625
"16430",48.3453815261044,-1.87939698492462,496,494,68,"Cropland","Warm Temperate Moist",60,61.4166666666667,15.275,38.2541666666667,0.644829166666667
"16431",44.6104417670683,-0.115577889447236,486,592,71,"Cropland","Warm Temperate Moist",64,61.3333333333333,18.3250000000001,36.0991666666667,0.646458333333333
"16432",44.6506024096386,-0.115577889447236,514,530,69,"Cropland","Warm Temperate Moist",60,62.1666666666667,18.2666666666667,35.8941666666667,0.679345833333333
"16433",44.3293172690763,1.17336683417085,485,491,71,"Cropland","Warm Temperate Moist",165,63.75,17.6416666666667,36.9308333333333,0.6350875
"16434",44.7309236947791,-0.115577889447236,483,522,70,"Cropland","Warm Temperate Moist",96,65.8333333333333,17.95,35.8758333333333,0.654025
"16435",44.0481927710843,1.58040201005025,471,502,70,"Cropland","Warm Temperate Moist",143,61.5,18.0583333333333,37.5441666666667,0.618629166666667
"16436",43.6064257028112,3.81909547738693,446,492,67,"Cropland","Warm Temperate Moist",34,49.5,18.675,29.8425,0.492354166666667
"16437",44.4899598393574,1.17336683417085,496,518,62,"Cropland","Warm Temperate Moist",90,62.8333333333333,17.8500000000001,36.0108333333333,0.682195833333333
"16438",44.1686746987952,1.58040201005025,512,601,63,"Cropland","Warm Temperate Moist",161,63.0833333333333,17.9333333333334,36.825,0.6667
"16439",44.9317269076305,-0.115577889447236,518,658,60,"Cropland","Warm Temperate Moist",70,67.1666666666667,17.85,35.4591666666667,0.6311625
"16440",44.9718875502008,-0.115577889447236,536,647,58,"Cropland","Warm Temperate Moist",64,66.6666666666667,17.8416666666667,35.4458333333333,0.634870833333333
"16441",46.6586345381526,4.70100502512563,493,537,65,"Cropland","Warm Temperate Moist",218,79.8333333333333,15.6833333333333,36.3233333333333,0.748570833333333
"16442",46.6987951807229,4.70100502512563,468,534,63,"Cropland","Warm Temperate Moist",233,79.75,15.5583333333334,36.3816666666667,0.687558333333333
"16443",46.859437751004,-1.06532663316583,560,608,61,"Cropland","Warm Temperate Moist",97,61.1666666666667,15.9583333333334,35.7258333333333,0.6893375
"16444",46.8995983935743,-1.06532663316583,557,633,50,"Cropland","Warm Temperate Moist",94,62.4166666666667,15.9583333333334,35.7833333333333,0.696833333333333
"16445",45.1726907630522,-0.115577889447236,550,431,75,"Cropland","Warm Temperate Moist",92,68.25,17.4583333333334,35.3816666666667,0.726879166666667
"16446",46.9799196787149,-1.06532663316583,540,444,76,"Cropland","Warm Temperate Moist",102,62.5833333333333,15.8083333333333,36.17,0.7174375
"16447",45.2530120481928,-0.115577889447236,0,0,0,"Cropland","Warm Temperate Moist",64,67.5,17.5166666666667,35.2408333333333,0.740795833333333
"16448",45.293172690763,-0.115577889447236,444,254,76,"Cropland","Warm Temperate Moist",93,68.5833333333333,17.3333333333333,35.2516666666667,0.714866666666667
"16449",45.3333333333333,-0.115577889447236,418,231,74,"Cropland","Warm Temperate Moist",111,70.3333333333333,17.1583333333334,35.3841666666667,0.701704166666667
"16450",45.3734939759036,-0.115577889447236,437,219,75,"Cropland","Warm Temperate Moist",108,70.9166666666667,17.1666666666667,35.4216666666667,0.712841666666667
"16451",45.4136546184739,-0.115577889447236,472,476,71,"Cropland","Warm Temperate Moist",82,66.5833333333333,17.2583333333334,35.0358333333333,0.544325
"16452",45.4538152610442,-0.115577889447236,496,359,72,"Cropland","Warm Temperate Moist",76,65.1666666666667,17.275,35.0383333333333,0.525570833333333
"16453",45.4939759036145,-0.115577889447236,441,475,69,"Cropland","Warm Temperate Moist",55,65.5,17.3,35.06,0.4890125
"16454",45.5341365461847,-0.115577889447236,479,524,69,"Cropland","Warm Temperate Moist",72,69.0833333333333,17.2666666666667,35.1483333333333,0.60405
"16455",47.3413654618474,-1.06532663316583,427,264,76,"Cropland","Warm Temperate Moist",46,55.0833333333333,15.9333333333333,36.7816666666667,0.683933333333334
"16456",46.9397590361446,-0.590452261306533,479,306,75,"Cropland","Warm Temperate Moist",122,52.75,15.9000000000001,36.3741666666667,0.5069375
"16457",48.5461847389558,2.25879396984925,439,303,77,"Cropland","Warm Temperate Moist",91,59.6666666666667,15.2333333333333,39.7625,0.537633333333333
"16458",45.6947791164659,-0.115577889447236,448,275,73,"Cropland","Warm Temperate Moist",39,65.1666666666667,17.3,35.1883333333333,0.566470833333333
"16459",47.0602409638554,-0.590452261306533,469,398,72,"Cropland","Warm Temperate Moist",162,58.5833333333333,15.6416666666667,37.5808333333333,0.7016375
"16460",45.7751004016064,-0.115577889447236,479,443,67,"Cropland","Warm Temperate Moist",117,71.75,16.825,35.5341666666667,0.539033333333333
"16461",45.8152610441767,-0.115577889447236,469,439,67,"Cropland","Warm Temperate Moist",141,72.1666666666667,16.6166666666667,35.7633333333333,0.628979166666667
"16462",47.1807228915663,-0.590452261306533,499,539,69,"Cropland","Warm Temperate Moist",101,52.4166666666667,15.9583333333334,36.925,0.6770375
"16463",44.2088353413655,0.766331658291458,439,293,74,"Cropland","Warm Temperate Moist",96,59.0833333333333,18.2666666666667,37.4133333333333,0.589770833333333
"16464",45.574297188755,1.17336683417085,454,319,74,"Cropland","Warm Temperate Moist",319,92.6666666666667,15.4833333333333,39.6266666666667,0.744508333333333
"16465",45.6144578313253,1.17336683417085,439,460,66,"Cropland","Warm Temperate Moist",344,91.3333333333333,15.3333333333333,38.95,0.773441666666667
"16466",48.1847389558233,-1.47236180904523,439,351,74,"Cropland","Warm Temperate Moist",89,63.75,15.1916666666667,38.315,0.708829166666667
"16467",44.4096385542169,0.766331658291458,456,510,69,"Cropland","Warm Temperate Moist",78,58.75,18.2666666666667,36.7133333333333,0.739683333333333
"16468",47.7028112449799,-1.81155778894472,490,270,74,"Cropland","Warm Temperate Moist",2,57.4166666666667,15.9416666666668,37.2633333333333,0.685325
"16469",47.7429718875502,-1.81155778894472,472,532,67,"Cropland","Warm Temperate Moist",60,58.75,15.675,37.2641666666667,0.722395833333333
"16470",44.5301204819277,0.766331658291458,461,516,63,"Cropland","Warm Temperate Moist",148,61.0833333333333,17.9583333333334,36.385,0.553641666666667
"16471",46.1767068273092,-0.115577889447236,493,605,65,"Cropland","Warm Temperate Moist",126,64,16.3166666666667,36.1291666666667,0.526020833333333
"16472",47.863453815261,-1.81155778894472,474,547,66,"Cropland","Warm Temperate Moist",44,60.75,15.6416666666667,37.7383333333333,0.691425
"16473",46.2971887550201,-0.115577889447236,511,640,62,"Cropland","Warm Temperate Moist",172,64.25,15.9916666666667,37.1675,0.611725
"16474",47.9437751004016,-1.81155778894472,530,700,62,"Cropland","Warm Temperate Moist",40,60.6666666666667,15.5583333333334,37.8666666666667,0.6979
"16475",46.6586345381526,2.39447236180905,653,775,57,"Cropland","Warm Temperate Moist",215,67.75,15.7500000000001,39.255,0.594525
"16476",43.7269076305221,0.494974874371859,680,653,62,"Cropland","Warm Temperate Moist",161,63.1666666666667,18.2,39.9258333333333,0.495795833333333
"16477",43.2449799196787,0.35929648241206,543,821,60,"Cropland","Warm Temperate Moist",406,84.5833333333333,16.9,43.78,0.748579166666667
"16478",46.4979919678715,-0.115577889447236,521,789,59,"Cropland","Warm Temperate Moist",180,58.0833333333333,15.8916666666667,37.2866666666667,0.679441666666667
"16479",46.1767068273092,1.17336683417085,469,757,62,"Cropland","Warm Temperate Moist",291,75.6666666666667,15.2333333333333,40.4091666666667,0.753525
"16480",43.3654618473896,0.35929648241206,505,741,61,"Cropland","Warm Temperate Moist",253,67.1666666666667,17.6666666666667,41.7475,0.766579166666667
"16481",43.4056224899598,0.35929648241206,510,741,60,"Cropland","Warm Temperate Moist",233,65.5833333333333,17.8833333333334,41.9191666666667,0.646545833333333
"16482",48.2650602409639,-1.81155778894472,500,730,61,"Cropland","Warm Temperate Moist",118,64.5833333333333,15.0666666666667,38.6225,0.624929166666667
"16483",43.4859437751004,0.35929648241206,499,720,61,"Cropland","Warm Temperate Moist",216,63.4166666666667,18.0000000000001,41.4933333333333,0.7557875
"16484",48.3453815261044,-1.81155778894472,477,635,62,"Cropland","Warm Temperate Moist",76,62.5,15.2,38.2608333333333,0.6012
"16485",48.3855421686747,-1.81155778894472,487,671,58,"Cropland","Warm Temperate Moist",39,62.9166666666667,15.3333333333334,38.2375,0.62505
"16486",44.1285140562249,0.494974874371859,498,683,60,"Cropland","Warm Temperate Moist",114,60.9166666666667,18.425,38.1783333333333,0.549745833333333
"16487",46.4979919678715,1.17336683417085,497,687,55,"Cropland","Warm Temperate Moist",141,59.5,16.2500000000001,38.335,0.705770833333333
"16488",46.136546184739,1.58040201005025,515,714,57,"Cropland","Warm Temperate Moist",388,80.0833333333333,14.6833333333334,41.4433333333333,0.736704166666667
"16489",47.1807228915663,5.65075376884422,478,555,59,"Cropland","Warm Temperate Moist",246,85.0833333333333,15.3333333333334,36.9708333333333,0.640579166666667
"16490",46.2570281124498,1.58040201005025,481,643,60,"Cropland","Warm Temperate Moist",389,77.25,14.7166666666667,40.7533333333333,0.749541666666667
"16492",49.429718875502,-1.81155778894472,479,555,60,"Cropland","Warm Temperate Moist",10,77.5,13.4750000000001,37.8241666666667,0.606379166666667
"16493",48.9076305220884,-1.06532663316583,492,621,59,"Cropland","Warm Temperate Moist",128,69.5,14.3083333333333,39.235,0.727566666666667
"16494",48.7871485943775,4.70100502512563,475,516,63,"Cropland","Warm Temperate Moist",109,66.8333333333333,15.025,40.2291666666667,0.568758333333333
"16495",43.9678714859438,0.35929648241206,0,0,0,"Cropland","Warm Temperate Moist",111,54.25,18.7166666666668,38.3008333333333,0.663333333333333
"16496",47.2208835341365,-0.115577889447236,481,627,61,"Cropland","Warm Temperate Moist",37,50.8333333333333,16.475,37.1116666666667,0.596608333333333
"16497",44.0481927710843,0.35929648241206,479,617,60,"Cropland","Warm Temperate Moist",96,53.8333333333333,18.825,38.1141666666667,0.6898625
"16498",44.0883534136546,0.35929648241206,469,638,57,"Cropland","Warm Temperate Moist",69,54.25,18.8583333333333,37.8508333333333,0.553954166666667
"16499",44.6506024096386,0.494974874371859,456,657,57,"Cropland","Warm Temperate Moist",89,61.3333333333333,18.0000000000001,35.9641666666667,0.544145833333333
"16500",48.8273092369478,0.0201005025125633,473,530,60,"Cropland","Warm Temperate Moist",107,58.8333333333333,14.6833333333333,39.7433333333333,0.554020833333333
"16501",46.2570281124498,3.81909547738693,460,659,58,"Cropland","Warm Temperate Moist",377,75.4166666666667,15.2416666666667,38.0566666666667,0.677445833333334
"16502",46.2971887550201,3.81909547738693,483,620,60,"Cropland","Warm Temperate Moist",329,74.75,15.4333333333334,37.99,0.6845375
"16503",44.289156626506,0.35929648241206,471,575,60,"Cropland","Warm Temperate Moist",63,60.3333333333333,18.4833333333334,37.2033333333333,0.5971875
"16504",44.3293172690763,0.35929648241206,485,586,59,"Cropland","Warm Temperate Moist",32,56.9166666666667,18.7333333333333,36.965,0.451920833333333
"16505",44.3694779116466,0.35929648241206,462,705,57,"Cropland","Warm Temperate Moist",92,62.75,18.275,37.0683333333333,0.541233333333333
"16506",44.4096385542169,0.35929648241206,420,632,58,"Cropland","Warm Temperate Moist",63,62.9166666666667,18.4250000000001,36.9275,0.5235375
"16507",43.6867469879518,0.223618090452262,467,617,59,"Cropland","Warm Temperate Moist",159,65.1666666666667,18.275,40.6766666666667,0.57485
"16508",44.4899598393574,0.35929648241206,473,577,59,"Cropland","Warm Temperate Moist",58,62.0833333333333,18.35,36.635,0.672225
"16509",44.5301204819277,0.35929648241206,526,550,60,"Cropland","Warm Temperate Moist",78,62.5833333333333,18.275,36.54,0.5705125
"16510",44.570281124498,0.35929648241206,450,513,57,"Cropland","Warm Temperate Moist",81,62.3333333333333,18.175,36.4225,0.5982625
"16511",47.140562248996,1.58040201005025,431,677,57,"Cropland","Warm Temperate Moist",144,58.4166666666667,16.1,38.6775,0.692604166666667
"16512",44.6506024096386,0.35929648241206,448,526,59,"Cropland","Warm Temperate Moist",47,61.5,18.2333333333333,35.9658333333333,0.5407125
"16513",43.3253012048193,-0.99748743718593,472,457,58,"Cropland","Warm Temperate Moist",94,93.6666666666667,18.3833333333334,43.3891666666667,0.681829166666667
"16514",44.0481927710843,4.29396984924623,476,550,56,"Cropland","Warm Temperate Moist",147,64,19.2666666666667,29.2575,0.493129166666667
"16515",44.7710843373494,0.35929648241206,433,465,57,"Cropland","Warm Temperate Moist",106,64.9166666666667,17.8166666666667,35.8741666666667,0.634983333333333
"16516",45.3333333333333,0.494974874371859,444,455,59,"Cropland","Warm Temperate Moist",116,74.25,16.9833333333334,35.7075,0.669108333333333
"16517",48.0642570281125,-0.115577889447236,463,472,58,"Cropland","Warm Temperate Moist",115,62.1666666666667,15.2416666666667,38.1066666666667,0.630704166666667
"16518",43.6465863453815,1.85175879396985,516,649,56,"Cropland","Warm Temperate Moist",202,62,17.9666666666667,39.4533333333333,0.477033333333333
"16519",43.6867469879518,1.85175879396985,471,677,57,"Cropland","Warm Temperate Moist",140,57.3333333333333,18.2916666666667,38.0725,0.5939
